TurId;Dato;Fylke;Område;Kommune;Holdeplass_Fra;Holdeplass_Til;Linjetype;Linjefylke;Linjenavn;Linjeretning;Tidspunkt_Faktisk_Ankomst_Holdeplass_Fra;Tidspunkt_Faktisk_Avgang_Holdeplass_Fra;Tidspunkt_Planlagt_Ankomst_Holdeplass_Fra;Tidspunkt_Planlagt_Avgang_Holdeplass_Fra;Kjøretøy_Kapasitet;Passasjerer_Ombord
25004-2020-08-24T05:23:00+02:00;24/08/2020;Oslo;Indre By;Sentrum;Nationaltheatret (plf F i Munkedamsv m Stortingsg);St. Olavs plass  (mot Storgata);Lokal;Viken;250;0;06:06:43;06:06:53;06:06:00;06:06:00;112;2
25002-2020-08-16T07:49:00+02:00;16/08/2020;Oslo;Indre By;Gamle Oslo;Oslo bussterminal (Plf B2);Hammersborggata (ved Storgata retning vest);Lokal;Viken;250;1;07:34:00;07:46:44;07:49:00;07:49:00;112;0
39014-2020-06-18T19:32:00+02:00;18/06/2020;Viken;Nordøst;Lillestrøm;Stav;Svømmehallen;Lokal;Viken;380;0;19:38:21;19:38:29;19:36:00;19:36:00;112;5
38011-2020-07-08T23:01:00+02:00;08/07/2020;Viken;Nordøst;Lillestrøm;Jonas Lies gate;Jenseberget;Lokal;Viken;380;0;23:03:37;23:04:06;23:02:00;23:02:00;115;15
25022-2020-08-03T17:14:00+02:00;03/08/2020;Viken;Vest;Asker;Hvile;Vettre;Lokal;Viken;250;1;17:58:21;17:58:25;17:57:00;17:57:00;112;10
38002-2020-08-01T12:01:00+02:00;01/08/2020;Oslo;Nordøst;Bjerke;Rødtvet  (mot Veitvet);Veitvet  (mot Bjerke);Lokal;Viken;380;0;12:39:23;12:39:27;12:37:00;12:37:00;115;3
26103-2020-07-12T22:09:00+02:00;12/07/2020;Viken;Vest;Asker;Rød;Kaltenbakk;Lokal;Viken;256;0;22:31:08;22:31:13;22:30:00;22:30:00;112;1
39004-2020-06-06T15:02:00+02:00;06/06/2020;Oslo;Nordøst;Grorud;Ammerud  (mot Kalbakken);Flaen  (fra Grorud);Lokal;Viken;380;0;15:35:30;15:35:32;15:33:00;15:33:00;115;8
25005-2020-07-18T12:08:00+02:00;18/07/2020;Viken;Vest;Asker;Toern;Eternitveien;Lokal;Viken;250;0;12:08:47;12:09:20;12:08:00;12:08:00;112;4
34030-2020-06-11T08:59:00+02:00;11/06/2020;Viken;Nordøst;Rælingen;Sandbekkhallen;Løvenstadvegen;Lokal;Viken;360;1;09:01:22;09:01:53;09:00:00;09:00:00;105;0
34004-2020-08-16T07:24:00+02:00;16/08/2020;Viken;Nordøst;Lillestrøm;St. Magnus plass;Åråsen;Lokal;Viken;360;1;07:42:47;07:43:21;07:42:00;07:42:00;105;4
25016-2020-08-26T11:12:00+02:00;26/08/2020;Viken;Vest;Asker;Aspelund;Vettre;Lokal;Viken;250;0;11:53:58;11:54:00;11:51:00;11:51:00;112;15
34027-2020-06-24T16:45:00+02:00;24/06/2020;Viken;Nordøst;Lillestrøm;Floraveien;Åråsen;Lokal;Viken;360;0;17:10:39;17:10:44;17:08:00;17:08:00;105;4
34003-2020-07-26T11:25:00+02:00;26/07/2020;Viken;Nordøst;Lillestrøm;Stortorget  (Lillestrøm);Nittedalsgata (mot Lillestrøm);Lokal;Viken;360;0;11:51:39;11:51:46;11:51:00;11:51:00;105;2
26114-2020-07-20T06:50:00+02:00;20/07/2020;Viken;Vest;Asker;Myrene;Bergsmyrene;Lokal;Viken;256;1;07:32:08;07:32:12;07:32:00;07:32:00;112;1
9105-2020-08-22T06:20:00+02:00;22/08/2020;Oslo;Indre By;Grünerløkka;Sofienbergparken (retning Birkelunden);Birkelunden  (Toftes gate mot nord);Lokal;Oslo;91;0;06:25:57;06:26:04;06:24:00;06:24:00;106;0
39012-2020-06-23T14:35:00+02:00;23/06/2020;Viken;Nordøst;Nittedal;Nittedal rådhus;Dam;Ekspress;Viken;390E;1;15:19:56;15:19:59;15:11:00;15:11:00;112;8
25027-2020-07-31T07:43:00+02:00;31/07/2020;Viken;Vest;Asker;Hvalstrand;Hval;Ekspress;Viken;250E;0;07:59:51;07:59:54;07:59:00;07:59:00;112;4
38001-2020-06-15T22:32:00+02:00;15/06/2020;Viken;Nordøst;Nittedal;Mortens kro;Morteveien;Lokal;Viken;380;0;22:54:29;22:54:33;22:52:00;22:52:00;115;8
47012-2020-07-03T15:57:00+02:00;03/07/2020;Viken;Nordøst;Aurskog-Høland;Eidslia;Bjørkelangen stasjon;Lokal;Viken;470;0;15:51:04;15:57:54;15:57:00;15:57:00;106;2
26110-2020-08-12T15:24:00+02:00;12/08/2020;Viken;Vest;Asker;Sundbykrysset (i Røyken);Åros fabrikker;Ekspress;Viken;255E;1;17:22:00;17:22:05;16:31:00;16:31:00;112;4
47003-2020-07-07T07:00:00+02:00;07/07/2020;Viken;Nordøst;Aurskog-Høland;Killingmo veikryss;Finstadhagan;Lokal;Viken;470;1;07:30:08;07:30:10;07:29:00;07:29:00;106;5
36513-2020-08-27T10:51:00+02:00;27/08/2020;Viken;Nordøst;Lillestrøm;Yssen;Drege;Lokal;Viken;365;0;11:11:14;11:11:18;11:09:00;11:09:00;75;7
40003-2020-07-18T14:55:00+02:00;18/07/2020;Viken;Nordøst;Nannestad;Linderud;Bjørke kirke;Lokal;Viken;410;0;14:59:13;14:59:19;14:56:00;14:56:00;106;0
40023-2020-06-04T07:22:00+02:00;04/06/2020;Oslo;Nordøst;Alna;Ulvenkrysset  (mot Helsfyr);Teisenkrysset  (mot Helsfyr);Ekspress;Viken;400E;0;08:10:17;08:10:27;08:50:00;08:50:00;106;5
40010-2020-07-07T14:25:00+02:00;07/07/2020;Viken;Nordøst;Nannestad;Kringlerdalen;Kringlertoppen;Lokal;Viken;410;0;14:30:28;14:31:14;14:29:00;14:29:00;106;2
40007-2020-06-29T16:47:00+02:00;29/06/2020;Viken;Nordøst;Gjerdrum;Fjelly;Bråtasletta;Ekspress;Viken;400E;1;17:17:55;17:17:56;18:01:00;18:01:00;106;7
40010-2020-07-30T07:55:00+02:00;30/07/2020;Viken;Nordøst;Gjerdrum;Krogvold;Hellen bru;Lokal;Viken;410;1;07:56:49;07:56:51;07:56:00;07:56:00;106;0
34025-2020-08-17T17:25:00+02:00;17/08/2020;Viken;Nordøst;Lillestrøm;Sommerly;Korsveien;Lokal;Viken;321;0;17:37:41;17:37:49;17:36:00;17:36:00;105;-2
36503-2020-07-28T06:52:00+02:00;28/07/2020;Viken;Nordøst;Lillestrøm;Tærudhallen;Tærudstien (kun for Hastop);Lokal;Viken;341;1;06:44:01;06:52:40;06:52:00;06:52:00;75;0
27003-2020-08-18T15:12:00+02:00;18/08/2020;Viken;Vest;Asker;Kloppedalen;Heggedal sentrum;Lokal;Viken;285;0;15:27:48;15:27:50;15:17:00;15:17:00;80;1
26122-2020-08-28T07:39:00+02:00;28/08/2020;Viken;Vest;Asker;Åros fabrikker;Sundbykrysset (i Røyken);Ekspress;Viken;255E;0;07:50:10;07:50:14;07:48:00;07:48:00;112;5
47009-2020-07-13T06:27:00+02:00;13/07/2020;Viken;Nordøst;Aurskog-Høland;Liergårdene;Lierjordet;Lokal;Viken;470;0;06:37:53;06:37:57;06:35:00;06:35:00;106;3
34037-2020-08-17T12:05:00+02:00;17/08/2020;Viken;Nordøst;Lillestrøm;Kjerulfs gate;St. Olavs gate;Lokal;Viken;320;1;12:09:49;12:10:13;12:07:00;12:07:00;105;2
27017-2020-08-26T20:50:00+02:00;26/08/2020;Viken;Vest;Asker;Jørgens vei (Gullhella);Gullhella sykehjem;Lokal;Viken;290;1;20:53:54;20:54:18;20:54:00;20:54:00;80;6
44106-2020-06-16T16:35:00+02:00;16/06/2020;Viken;Nordøst;Hurdal;Hurdalsjøen hotell;Fagerliflaen;Lokal;Viken;445;1;17:10:39;17:10:41;17:07:00;17:07:00;80;4
34030-2020-06-26T07:25:00+02:00;26/06/2020;Viken;Nordøst;Lillestrøm;Kjerulfs gate;Lillestrøm bussterminal (Plattform 4);Lokal;Viken;320;0;07:46:19;07:46:25;07:46:00;07:46:00;105;6
36501-2020-08-11T15:28:00+02:00;11/08/2020;Viken;Nordøst;Lillestrøm;Lunderåsveien (kun for Hastop);Lundermoen;Lokal;Viken;365;1;15:48:54;15:49:21;15:49:00;15:49:00;75;5
45506-2020-06-24T11:45:00+02:00;24/06/2020;Viken;Nordøst;Nes;Haga stasjon;Aulitoppen;Lokal;Viken;455;0;12:03:16;12:03:19;12:03:00;12:03:00;80;1
45002-2020-07-07T22:30:00+02:00;07/07/2020;Viken;Nordøst;Nes;Årnes stasjon (Plattform 1);Årnes Møbler;Lokal;Viken;450;0;22:23:00;22:30:54;22:30:00;22:30:00;106;-3
21004-2020-08-06T13:28:00+02:00;06/08/2020;Viken;Vest;Bærum;Hauger  (Bærum) ( fra sentrum);Kolsås (fra sentrum);Lokal;Viken;210;1;13:35:42;13:35:57;13:36:00;13:36:00;112;1
45506-2020-08-07T08:30:00+02:00;07/08/2020;Viken;Nordøst;Nes;Aulifeltet;Nylandsvegen;Lokal;Viken;455;1;08:35:06;08:35:56;08:33:00;08:33:00;80;0
45005-2020-06-29T18:30:00+02:00;29/06/2020;Viken;Nordøst;Ullensaker;Jessheim stasjon (Plattform 4);Jessheim skole;Lokal;Viken;450;0;19:04:13;19:06:17;19:05:00;19:05:00;106;-4
14004-2020-08-27T18:55:00+02:00;27/08/2020;Viken;Vest;Bærum;Clausenbakken;Bakkeveien;Lokal;Viken;130;1;19:05:46;19:05:51;19:05:00;19:05:00;130;6
21005-2020-07-25T11:58:00+02:00;25/07/2020;Viken;Vest;Bærum;Kolsås (fra sentrum);Kremlegrenda;Lokal;Viken;210;1;12:07:44;12:09:26;12:08:00;12:08:00;112;-14
2811-2020-07-10T08:48:00+02:00;10/07/2020;Oslo;Vest;Ullern;Husebyveien;Smestad  (mot Gaustad) (plf A);Lokal;Oslo;28;0;09:01:47;09:02:18;09:00:00;09:00:00;106;1
14002-2020-07-31T13:17:00+02:00;31/07/2020;Viken;Vest;Bærum;Valler skole (i Brynsvn);Evje;Lokal;Viken;130;1;13:43:13;13:43:38;13:38:00;13:38:00;130;2
45506-2020-08-12T16:00:00+02:00;12/08/2020;Viken;Nordøst;Nes;Røsslyngvegen;Konglevegen;Lokal;Viken;455;0;16:08:10;16:08:14;16:07:00;16:07:00;80;6
14001-2020-08-15T17:49:00+02:00;15/08/2020;Oslo;Vest;Ullern;Skøyen stasjon  (under broen mot sentrum);Skøyen (Askekroken) (plf H);Lokal;Viken;130;0;18:18:07;18:18:36;18:14:00;18:14:00;130;1
14003-2020-07-22T19:32:00+02:00;22/07/2020;Viken;Vest;Bærum;Evje;Sandvika bussterminal (Plattform 1);Lokal;Viken;130;1;19:56:46;19:56:54;19:54:00;19:54:00;130;3
3121-2020-06-09T17:48:00+02:00;09/06/2020;Oslo;Vest;Ullern;Thune  (buss mot Skøyen);Skøyen stasjon  (mot Vækerø) (plf C);Lokal;Oslo;31;1;18:39:32;18:39:56;18:36:00;18:36:00;151;11
21504-2020-07-22T17:17:00+02:00;22/07/2020;Viken;Vest;Bærum;Evje;Sandvika bussterminal (Plattform 5);Lokal;Viken;215B;0;17:32:14;17:32:23;17:30:00;17:30:00;112;6
2805-2020-07-13T14:53:00+02:00;13/07/2020;Oslo;Indre By;Frogner;Majorstuen  (i Kirkeveien fra Ullevål) (plf E);Majorstuen  (Sørkedalsveien mot Volvat) (plf J);Lokal;Oslo;28;1;15:21:04;15:21:42;15:17:00;15:17:00;106;2
4606-2020-08-26T10:15:00+02:00;26/08/2020;Oslo;Vest;Vestre Aker;Holmenhavna  (mot Slemdal);Stasjonsveien  (mot Vinderen);Lokal;Oslo;46;0;10:29:29;10:29:59;10:27:00;10:27:00;71;6
2805-2020-07-30T14:53:00+02:00;30/07/2020;Oslo;Indre By;Frogner;Majorstuen  (i Kirkeveien fra Ullevål) (plf E);Majorstuen  (Sørkedalsveien mot Volvat) (plf J);Lokal;Oslo;28;1;15:15:33;15:16:16;15:17:00;15:17:00;106;14
3106-2020-06-19T05:00:00+02:00;19/06/2020;Viken;Vest;Bærum;Langoddveien  (mot Snarøya);Halden  (mot Snarøya);Lokal;Oslo;31;1;06:02:43;06:02:51;06:01:00;06:01:00;151;0
4607-2020-07-18T11:45:00+02:00;18/07/2020;Oslo;Vest;Vestre Aker;Hovseterhjemmet;Orebakken  (mot Jarbakken);Lokal;Oslo;46;0;11:52:32;11:52:38;11:52:00;11:52:00;71;-2
10010-2020-08-21T07:20:00+02:00;21/08/2020;Viken;Nordøst;Lillestrøm;Lillestrøm bussterminal (Plattform 18);Nittedalsgata (mot Kjeller);Lokal;Viken;100;1;08:17:48;08:18:32;08:10:00;08:10:00;151;16
47011-2020-08-04T16:30:00+02:00;04/08/2020;Viken;Nordøst;Lillestrøm;Nygårdstoppen;Øvre Dalen;Lokal;Viken;480;1;16:56:19;16:56:23;16:52:00;16:52:00;106;8
12012-2020-08-24T16:56:00+02:00;24/08/2020;Viken;Nordøst;Rælingen;Rælingen rådhus;Marikollen skole;Lokal;Viken;310;1;17:30:44;17:32:34;17:31:00;17:31:00;72;2
34034-2020-08-19T07:05:00+02:00;19/08/2020;Viken;Nordøst;Lillestrøm;Forskningsparken (Kjeller);Nordsnoveien;Lokal;Viken;340;0;07:26:23;07:27:01;07:24:00;07:24:00;105;13
6008-2020-08-28T07:47:00+02:00;28/08/2020;Oslo;Indre By;Grünerløkka;Hasle kirke  (mot Hasle);Hasle  (i Økernveien mot Økern) (plf A);Lokal;Oslo;60;0;08:09:32;08:09:52;08:15:00;08:15:00;33;9
34009-2020-08-17T07:11:00+02:00;17/08/2020;Viken;Nordøst;Lillestrøm;Prost Stabels vei;Brånåslia;Lokal;Viken;340;1;07:33:52;07:33:56;07:31:00;07:31:00;105;4
47005-2020-06-16T07:30:00+02:00;16/06/2020;Viken;Nordøst;Aurskog-Høland;Komneskrysset;Bjørkelangen skole;Lokal;Viken;480;1;08:29:30;08:29:31;08:27:00;08:27:00;106;4
6003-2020-07-14T17:55:00+02:00;14/07/2020;Oslo;Indre By;Gamle Oslo;Oslo bussterminal (Plf B14);Jernbanetorget (Plf. A – ved apoteket);Lokal;Oslo;60;1;18:31:11;18:31:33;18:30:00;18:30:00;33;6
34018-2020-07-23T07:05:00+02:00;23/07/2020;Viken;Nordøst;Lillestrøm;Fjellsetveien;Brånåslia;Lokal;Viken;340;0;07:10:36;07:10:43;07:09:00;07:09:00;105;0
10005-2020-08-14T12:50:00+02:00;14/08/2020;Oslo;Nordøst;Alna;Sam Eydes vei  (mot Furuset);Furuset skole  (Karihaugveien fra sentrum);Lokal;Viken;100;1;13:15:50;13:15:54;13:10:00;13:10:00;151;13
6001-2020-07-19T18:02:00+02:00;19/07/2020;Oslo;Nordøst;Bjerke;Økern næringspark;Lånekassen;Lokal;Oslo;60;0;18:33:37;18:33:43;18:37:00;18:37:00;77;16
12007-2020-07-16T07:05:00+02:00;16/07/2020;Viken;Nordøst;Rælingen;Fjerdingby (Plattform 2);Fjerdingby skole;Lokal;Viken;310;0;07:15:37;07:15:56;07:14:00;07:14:00;72;1
34043-2020-06-19T08:31:00+02:00;19/06/2020;Viken;Nordøst;Lillestrøm;Kjeller bru;Tandberg;Lokal;Viken;340;1;08:53:08;08:53:33;08:49:00;08:49:00;105;3
12001-2020-06-25T14:56:00+02:00;25/06/2020;Viken;Nordøst;Rælingen;Furukollen;Petrinehøy;Lokal;Viken;310;1;15:22:32;15:23:06;15:22:00;15:22:00;72;8
10002-2020-06-17T10:44:00+02:00;17/06/2020;Viken;Nordøst;Lillestrøm;Fritidshuset;Kjeller;Lokal;Viken;100;0;10:42:04;10:44:58;10:44:00;10:44:00;151;-2
10018-2020-08-30T13:30:00+02:00;30/08/2020;Oslo;Indre By;Gamle Oslo;Oslo bussterminal (Plf B10);Oslo gate  (mot Galgeberg);Lokal;Viken;100;1;13:20:14;13:32:49;13:30:00;13:30:00;151;0
3102-2020-08-20T03:42:00+02:00;20/08/2020;Oslo;Indre By;Gamle Oslo;Gladengveien (mot Helsfyr);Ensjø T (retning Tøyen);Natt;Oslo;5N;1;04:03:41;04:03:47;04:01:00;04:01:00;151;0
36509-2020-07-28T13:37:00+02:00;28/07/2020;Viken;Nordøst;Lillestrøm;Haglund bru;Fossmoen;Lokal;Viken;370B;1;13:44:25;13:44:29;13:42:00;13:42:00;75;0
12007-2020-08-12T05:56:00+02:00;12/08/2020;Viken;Nordøst;Rælingen;Torgenholtet;Løvenstad senter;Lokal;Viken;310;1;06:18:16;06:18:25;06:18:00;06:18:00;72;1
39502-2020-06-16T09:38:00+02:00;16/06/2020;Viken;Nordøst;Nittedal;Briskeveien;Industriveien;Lokal;Viken;395;0;10:07:01;10:07:07;10:07:00;10:07:00;47;-2
34036-2020-07-29T15:15:00+02:00;29/07/2020;Viken;Nordøst;Lillestrøm;Brånås skog;Brånås skole;Lokal;Viken;340;0;15:18:30;15:18:38;15:17:00;15:17:00;105;2
6004-2020-06-26T11:32:00+02:00;26/06/2020;Oslo;Indre By;Grünerløkka;Hasle  (i Økernveien mot Økern) (plf A);Haslevangen  (mot Økern);Lokal;Oslo;60;0;11:59:56;12:00:02;12:02:00;12:02:00;33;5
34014-2020-08-05T12:01:00+02:00;05/08/2020;Viken;Nordøst;Lillestrøm;Kjeller bru;Tandberg;Lokal;Viken;340;1;12:22:20;12:22:26;12:19:00;12:19:00;105;0
34017-2020-07-29T06:31:00+02:00;29/07/2020;Viken;Nordøst;Lillestrøm;Nordsnoveien;Forskningsparken (Kjeller);Lokal;Viken;340;1;06:39:37;06:40:06;06:40:00;06:40:00;105;3
10007-2020-06-17T06:24:00+02:00;17/06/2020;Oslo;Nordøst;Stovner;Karihaugen  (mot Furuset);Folkvangveien  (mot Furuset);Lokal;Viken;100;0;06:57:56;06:58:12;06:57:00;06:57:00;151;0
6006-2020-07-22T08:47:00+02:00;22/07/2020;Oslo;Indre By;Sentrum;Vippetangen (påstigning);Jernbanetorget (Plf. D – ved Trafikanten);Lokal;Oslo;60;0;08:32:01;08:49:55;08:47:00;08:47:00;77;3
10010-2020-07-22T08:44:00+02:00;22/07/2020;Viken;Nordøst;Lillestrøm;Fritidshuset;Kjeller;Lokal;Viken;100;0;08:29:00;08:34:33;08:44:00;08:44:00;151;0
34014-2020-08-03T17:35:00+02:00;03/08/2020;Viken;Nordøst;Lillestrøm;Midtskogveien;Brånås skog;Lokal;Viken;340;0;17:38:08;17:38:19;17:36:00;17:36:00;105;0
34027-2020-06-24T11:50:00+02:00;24/06/2020;Viken;Nordøst;Lillestrøm;Olavsgaard bussterminal (Plattform 7);Kjeller bru;Lokal;Viken;340;0;12:02:03;12:04:52;12:02:00;12:02:00;105;-2
10010-2020-07-21T08:44:00+02:00;21/07/2020;Viken;Nordøst;Lillestrøm;Fritidshuset;Kjeller;Lokal;Viken;100;0;08:29:00;08:35:55;08:44:00;08:44:00;151;0
10015-2020-07-01T21:30:00+02:00;01/07/2020;Viken;Nordøst;Lillestrøm;Stasjonsveien;Frydenlundsgata;Lokal;Viken;100;1;22:15:25;22:15:57;22:13:00;22:13:00;151;0
6003-2020-08-28T07:02:00+02:00;28/08/2020;Oslo;Nordøst;Bjerke;Økern næringspark;Lånekassen;Lokal;Oslo;60;0;07:33:41;07:34:05;07:37:00;07:37:00;33;5
47004-2020-06-18T18:30:00+02:00;18/06/2020;Viken;Nordøst;Aurskog-Høland;Halabekk;Bakker;Lokal;Viken;480;1;19:10:42;19:10:46;19:05:00;19:05:00;106;2
47002-2020-07-04T07:13:00+02:00;04/07/2020;Viken;Nordøst;Aurskog-Høland;Halabekk;Sletner;Lokal;Viken;480;0;07:44:06;07:44:10;07:42:00;07:42:00;106;6
10013-2020-06-23T08:00:00+02:00;23/06/2020;Viken;Nordøst;Lørenskog;Lørenskog sentrum (plattform 1);Knatten (Solheimsveien);Lokal;Viken;100;1;08:39:31;08:40:09;08:33:00;08:33:00;151;20
10017-2020-08-03T20:30:00+02:00;03/08/2020;Oslo;Nordøst;Alna;Ole Deviks vei  (mot Smalvollveien);Smalvollveien  (mot Vollaveien);Lokal;Viken;100;1;20:44:44;20:45:06;20:43:00;20:43:00;151;15
6005-2020-07-10T15:10:00+02:00;10/07/2020;Oslo;Nordøst;Bjerke;Kroklia  (mot Oreliveien);Lundliveien;Lokal;Oslo;60;1;15:19:02;15:19:32;15:18:00;15:18:00;77;4
10008-2020-07-09T16:30:00+02:00;09/07/2020;Viken;Nordøst;Lillestrøm;Lillestrøm bussterminal (Plattform 18);Nittedalsgata (mot Kjeller);Lokal;Viken;100;1;17:24:08;17:24:50;17:20:00;17:20:00;151;-2
10020-2020-07-30T15:30:00+02:00;30/07/2020;Viken;Nordøst;Lillestrøm;Nannestadgata;Vestbygata;Lokal;Viken;100;1;16:29:48;16:29:55;16:24:00;16:24:00;151;2
10010-2020-07-23T08:44:00+02:00;23/07/2020;Viken;Nordøst;Lørenskog;Vittenberg;Ahus;Lokal;Viken;100;0;09:05:19;09:05:23;09:05:00;09:05:00;151;5
10003-2020-08-26T15:30:00+02:00;26/08/2020;Viken;Nordøst;Lørenskog;Kloppaveien;Ahus;Lokal;Viken;100;1;16:15:03;16:15:08;16:07:00;16:07:00;151;23
47011-2020-06-09T06:43:00+02:00;09/06/2020;Viken;Nordøst;Lillestrøm;Hovinhøgda;Hovinbakken;Lokal;Viken;480;0;07:43:18;07:43:46;07:37:00;07:37:00;106;16
10004-2020-07-01T21:59:00+02:00;01/07/2020;Oslo;Nordøst;Alna;Tittutveien  (fra Vollaveien);Alnabruveien  (mot Persveien);Lokal;Viken;100;0;22:47:14;22:47:19;22:47:00;22:47:00;151;9
34011-2020-08-07T16:15:00+02:00;07/08/2020;Viken;Nordøst;Lillestrøm;Tandberg;Kjeller bru;Lokal;Viken;340;0;16:23:50;16:23:55;16:24:00;16:24:00;105;1
6002-2020-08-04T07:25:00+02:00;04/08/2020;Oslo;Indre By;Grünerløkka;Haslevangen  (mot Grenseveien);Hasle  (i Økernveien fra Økern) (plf B);Lokal;Oslo;60;1;07:48:44;07:49:08;07:42:00;07:42:00;33;1
10011-2020-07-02T22:14:00+02:00;02/07/2020;Viken;Nordøst;Lillestrøm;Sagdalen skole;Frydenlundsgata;Lokal;Viken;100;0;22:30:00;22:30:10;22:30:00;22:30:00;151;7
10010-2020-06-24T07:20:00+02:00;24/06/2020;Oslo;Nordøst;Alna;Furuset skole  (Karihaugveien fra sentrum);Furuset T  (Plf A - bakerste stoppunkt);Lokal;Viken;100;1;07:43:50;07:44:16;07:42:00;07:42:00;151;1
6004-2020-06-10T06:25:00+02:00;10/06/2020;Oslo;Indre By;Gamle Oslo;Kampen   (mot Tøyen);Tøyen  (fra Galgeberg);Lokal;Oslo;60;1;06:51:36;06:51:54;06:51:00;06:51:00;33;2
10005-2020-07-10T17:54:00+02:00;10/07/2020;Viken;Nordøst;Lillestrøm;Nordsnoveien;Brauterkrysset;Lokal;Viken;100;0;17:58:08;17:58:14;17:57:00;17:57:00;151;0
10005-2020-07-30T07:44:00+02:00;30/07/2020;Viken;Nordøst;Lillestrøm;Brauterkrysset;Måsasvingen vest;Lokal;Viken;100;0;07:49:27;07:49:33;07:47:00;07:47:00;151;2
10022-2020-07-17T07:20:00+02:00;17/07/2020;Oslo;Indre By;Gamle Oslo;Galgeberg  (mot Etterstad);Vålerenga  (mot Etterstad);Lokal;Viken;100;1;07:25:03;07:25:33;07:25:00;07:25:00;151;15
6008-2020-06-09T08:40:00+02:00;09/06/2020;Oslo;Indre By;Grünerløkka;Tøyen stasjon  (mot Ensjøveien);Ensjøveien  (mot Tøyen);Lokal;Oslo;60;1;09:01:58;09:02:04;09:00:00;09:00:00;77;0
34012-2020-08-03T16:21:00+02:00;03/08/2020;Viken;Nordøst;Lillestrøm;Kjeller bru;Olavsgaard bussterminal (Plattform 7);Lokal;Viken;340;1;16:36:31;16:36:58;16:36:00;16:36:00;105;0
10019-2020-07-19T18:34:00+02:00;19/07/2020;Oslo;Nordøst;Alna;Kjelsrud  (fra Furuset);Alfaset  (mot Vollaveien);Lokal;Viken;100;0;19:19:04;19:19:18;19:19:00;19:19:00;151;1
10004-2020-06-17T09:04:00+02:00;17/06/2020;Viken;Nordøst;Lørenskog;Visperud (mot Furuset);Karihaugen  (mot Furuset);Lokal;Viken;100;0;09:37:41;09:38:07;09:36:00;09:36:00;151;7
12001-2020-08-17T22:45:00+02:00;17/08/2020;Viken;Nordøst;Lillestrøm;Frydenbergveien;Stasjonsveien;Lokal;Viken;310;0;22:59:59;23:00:08;22:59:00;22:59:00;72;1
2017-2020-06-25T16:37:00+02:00;25/06/2020;Oslo;Indre By;Gamle Oslo;Kjølberggata  (mot Tøyen);Tøyen  (fra Galgeberg);Lokal;Oslo;20;1;16:44:33;16:44:56;16:38:00;16:38:00;106;0
7405-2020-07-11T22:08:00+02:00;11/07/2020;Oslo;Sør;Nordstrand;Åsliveien  (mot Karlsrud);Skogholtveien  (mot Karlsrud);Lokal;Oslo;74;0;22:23:48;22:24:12;22:25:00;22:25:00;72;4
7403-2020-07-08T15:18:00+02:00;08/07/2020;Oslo;Sør;Nordstrand;Brannfjellveien  (mot Ekeberg);Ekeberg Camping  (mot Holtet);Lokal;Oslo;74;0;15:33:14;15:33:20;15:28:00;15:28:00;72;0
4605-2020-08-06T16:15:00+02:00;06/08/2020;Oslo;Vest;Ullern;Hoff terrasse  (mot Skøyen);Hoff  (mot Skøyen);Lokal;Oslo;40;0;16:31:23;16:31:49;16:29:00;16:29:00;71;3
55003-2020-08-19T11:15:00+02:00;19/08/2020;Oslo;Sør;Søndre Nordstrand;Sværsvann bru (I Enebakkveien);Brokkenhus;Lokal;Viken;550;1;11:45:13;11:45:15;11:41:00;11:41:00;80;-8
39009-2020-08-08T19:48:00+02:00;08/08/2020;Viken;Nordøst;Nittedal;Sagstua;Løvstad;Lokal;Viken;390;0;19:55:09;19:55:21;19:54:00;19:54:00;115;7
23001-2020-07-30T16:17:00+02:00;30/07/2020;Viken;Vest;Bærum;Stasjonsveien;Dragveien;Lokal;Viken;230;0;16:23:36;16:23:40;16:22:00;16:22:00;69;6
55022-2020-06-17T15:25:00+02:00;17/06/2020;Viken;Sør;Enebakk;Myhra;Tømmerbråten (for Hastop);Lokal;Viken;550;1;16:19:10;16:19:12;16:17:00;16:17:00;80;4
36501-2020-07-16T09:50:00+02:00;16/07/2020;Viken;Nordøst;Lillestrøm;Skugstad;Huseby;Lokal;Viken;370A;0;10:10:12;10:10:12;10:08:00;10:08:00;75;1
3719-2020-07-01T08:07:00+02:00;01/07/2020;Oslo;Indre By;Gamle Oslo;Oslo gate  (mot Galgeberg);Harald Hårdrådes plass  (mot Galgeberg);Lokal;Oslo;37;0;08:35:48;08:36:13;08:35:00;08:35:00;106;1
39018-2020-08-18T11:06:00+02:00;18/08/2020;Oslo;Nordøst;Grorud;Ammerud  (mot Kalbakken);Flaen  (fra Grorud);Lokal;Viken;390;0;11:44:42;11:45:06;11:43:00;11:43:00;115;20
38001-2020-07-19T12:55:00+02:00;19/07/2020;Oslo;Indre By;Grünerløkka;Sars gate (fra sentrum);Carl Berners plass (buss mot Sinsen) (plf C);Lokal;Viken;390;1;13:00:41;13:01:29;13:01:00;13:01:00;115;14
38023-2020-07-17T20:23:00+02:00;17/07/2020;Viken;Nordøst;Lillestrøm;Solvangen;Tårnbyveien;Lokal;Viken;385;1;20:44:39;20:44:43;20:42:00;20:42:00;115;5
47004-2020-08-10T15:09:00+02:00;10/08/2020;Viken;Nordøst;Aurskog-Høland;Borgenfeltet;Bjørkelangen vgs.;Ekspress;Viken;470E;1;16:11:57;16:12:01;15:59:00;15:59:00;106;5
